Region,Nombre,lat,lon,Tipo,Minas Cerca?,Cantidad,Distancia a mina (Km),Densidad poblacional,Tipo de suelo,uso de suelo,Contaminación,Tipo de contaminación
AMAZONAS,Río Utcubamba,-6.022247064,-77.95217782,Río,0,0,,9.464,Natural,,,
AMAZONAS,Río Marañón,-5.664337314,-78.64709438,Río,1,1,6.46,21.193,Natural,,,
AMAZONAS,Río Marañón,-5.063582055,-78.34689557,Río,0,0,,7.479,Forest,,,
AMAZONAS,Río Numpatkay,-4.887792099,-78.53486659,Río,0,0,,7.479,Forest,,,
AMAZONAS,Río Tunduza,-4.628237427,-78.59905932,Río,0,0,,7.479,Forest,,,
AMAZONAS,Río Numpatkay,-4.612750118,-78.47635759,Río,0,0,,2.533,Forest,,,
AMAZONAS,Río Cenepa,-4.552225959,-78.18180197,Río,0,0,,2.533,Natural,,,
AMAZONAS,Río Comaina,-4.420998334,-78.26016977,Río,0,0,,2.533,Natural,,,
AMAZONAS,Río Numpatkay,-4.418381158,-78.40402759,Río,0,0,,2.533,Agricultural,,,
AMAZONAS,Río Achuime,-4.37012473,-78.5238107,Río,0,0,,2.533,Natural,,,
AMAZONAS,Río Comaina,-4.121997111,-78.39613396,Río,1,1,18.81,2.533,Natural,,,
AMAZONAS,Río Cenepa,-3.912954888,-78.2518342,Río,0,0,,2.533,Natural,,,
AMAZONAS,Río Marañón,-4.590397876,-77.91504855,Río,1,1,6.75,5.582,Natural,,,
AMAZONAS,Río Santiago,-3.721243197,-77.76553567,Río,1,1,10.84,2.358,Agricultural,,,
ANCASH,Río Pativilca,-10.51438331,-77.17080317,Río,1,1,3.2,3.894,Agricultural,,,
ANCASH,Quebrada Julquillas,-10.4556038,-77.5429511,Quebrada,1,2,9.94,0.853,Natural,,,
ANCASH,Quebrada Huanchay,-10.39830508,-77.40264799,Quebrada,1,2,13.02,5.278,Natural,,,
ANCASH,Río Pativilca,-10.34120472,-77.15555519,Río,0,0,,12.106,Agricultural,,,
ANCASH,Río Purísima,-10.25704798,-77.48564276,Río,1,1,17.49,10.624,Natural,,,
ANCASH,Río Fortaleza,-10.24968953,-77.5752767,Río,1,1,19.08,6.808,Natural,,,
ANCASH,Río Achín,-10.22745848,-77.03299952,Río,1,2,11.09,3.708,Agricultural,,,
ANCASH,Río Fortaleza,-10.16554709,-77.52886036,Río,1,2,10.52,7.8,Natural,,,
ANCASH,Río Fortaleza,-10.14904827,-77.36663382,Río,1,3,15.73,9.909,Urban,,,
ANCASH,Río Achín,-10.243147,-76.94336203,Río,1,4,12.79,3.708,Urban,,,
ANCASH,Quebrada Shacsha,-10.15802419,-77.24298818,Quebrada,0,0,,20.774,Urban,,,
ANCASH,Río Marca,-10.06747479,-77.47205032,Río,1,3,5.27,11.652,Natural,,,
ANCASH,Río Huarmey,-10.06693544,-78.11058318,Río,1,1,11.18,9.591,Natural,,,
ANCASH,Río Huayllapampa,-10.05966017,-77.53623551,Río,1,3,10.19,4.838,Natural,,,
ANCASH,Quebrada Gargar,-10.05332678,-77.97439579,Quebrada,1,2,14.13,9.591,Natural,,,
ANCASH,Río Pativilca,-10.04526526,-77.12949933,Río,1,7,15.07,4.262,Mining,,,
ANCASH,Río Huarmey,-10.02456013,-78.05020601,Río,1,1,7.49,9.591,Natural,,,
ANCASH,Río Malvas,-10.01987085,-77.67029697,Río,0,0,,8.405,Natural,,,
ANCASH,Río Huarmey,-10.01416924,-77.94500658,Río,1,2,12.63,9.591,Natural,,,
ANCASH,Quebrada Pedregal,-9.953154394,-77.95263087,Quebrada,1,2,13.45,9.591,Natural,,,
ANCASH,Río Santa,-9.944199858,-77.38204422,Río,1,3,12.83,3.891,Agricultural,,,
ANCASH,Río Culebras,-9.894545521,-78.13170104,Río,1,1,9.52,5.437,Natural,,,
ANCASH,Río Aija,-9.87550502,-77.76428238,Río,1,2,19.57,5.903,Natural,,,
ANCASH,Río Culebras,-9.83045901,-78.00394147,Río,1,1,17.96,5.437,Natural,,,
ANCASH,Río Allma,-9.818526316,-77.57128482,Río,1,6,9.37,13.108,Natural,,,
ANCASH,Quebrada Junco,-9.804047255,-78.0125504,Quebrada,0,0,,5.437,Agricultural,,,
ANCASH,Quebrada Cota Puquio,-9.789324655,-77.86542316,Quebrada,0,0,,5.903,Natural,,,
ANCASH,Quebrada Huanchay,-9.784404578,-77.96499682,Quebrada,0,0,,5.437,Natural,,,
ANCASH,Quebrada Copipunta,-9.773934097,-77.80982578,Quebrada,1,1,19.54,8.034,Natural,,,
ANCASH,Río Huanchay,-9.749274966,-77.90832741,Río,0,0,,8.034,Natural,,,
ANCASH,Río Huanchay,-9.739407083,-77.78750655,Río,1,3,18.13,8.034,Natural,,,
ANCASH,Río La Merced,-9.720066879,-77.60977462,Río,1,5,6.58,9.081,Natural,,,
ANCASH,Quebrada Acray,-9.717358179,-77.9401113,Quebrada,0,0,,2.852,Natural,,,
ANCASH,Río Pativilca,-9.868758354,-77.16064855,Río,1,9,14.9,4.262,Natural,,,
ANCASH,Río Puchka,-9.469166372,-77.14192954,Río,1,2,10.83,35.89,Natural,,,
ANCASH,Quebrada Utcuyacu,-9.846358495,-77.43835626,Quebrada,1,5,14.16,3.891,Natural,,,
ANCASH,Río Pachacoto,-9.880361318,-77.29219353,Río,1,2,17.87,3.891,Natural,,,
ANCASH,Quebrada Patishgo,-10.03557493,-77.22327283,Quebrada,1,2,18.44,4.262,Natural,,,
ANCASH,Río Shiqui,-10.01285056,-77.26114996,Río,1,2,17.61,3.891,Natural,,,
ANCASH,Río Yanayacu,-9.751500189,-77.33480093,Río,1,1,14.56,3.891,Natural,,,
ANCASH,Río Santa,-9.647521828,-77.48719952,Río,1,6,17.38,11.245,Natural,,,
ANCASH,Río Santa,-9.798437506,-77.43430093,Río,1,5,13.43,3.891,Natural,,,
ANCASH,Río Santa,-9.83280953,-77.41500593,Río,1,5,15.39,3.891,Natural,,,
ANCASH,Río Santa,-10.07537269,-77.30459306,Río,1,2,16.14,3.891,Natural,,,
ANCASH,Río Vado,-9.630428829,-77.73372923,Río,1,2,8.33,7.663,Natural,,,
ANCASH,Río Pira,-9.559951642,-77.6844551,Río,1,5,13.37,13.752,Natural,,,
ANCASH,Río Casma,-9.546283236,-78.15997092,Río,0,0,,35.445,Natural,,,
ANCASH,Río Chacchan,-9.546187579,-77.78708398,Río,1,4,13.19,32.725,Natural,,,
ANCASH,Río Grande,-9.542194509,-77.91709026,Río,1,2,15.13,32.725,Natural,,,
ANCASH,Río Casma,-9.467239438,-78.32498687,Río,1,1,18.04,35.445,Natural,,,
ANCASH,Río Chacchan,-9.464723333,-77.73066017,Río,1,7,13.7,32.725,Natural,,,
ANCASH,Río Yaután,-9.434656238,-77.89647422,Río,1,3,10.92,12.13,Natural,,,
ANCASH,Río Sechín,-9.335017028,-78.06554375,Río,0,0,,11.989,Natural,,,
ANCASH,Río Loco,-9.188337404,-78.048879,Río,1,11,14.53,17.281,Natural,,,
ANCASH,Río Nepeña,-9.143768385,-78.20536207,Río,1,13,5.05,32.718,Natural,,,
ANCASH,Río Larea,-9.106772347,-77.99767476,Río,1,9,16,17.281,Natural,,,
ANCASH,Río Jimbe,-9.068083966,-78.160786,Río,1,13,9.47,9.084,Natural,,,
ANCASH,Quebrada Lacramarca,-9.020437942,-78.54420434,Quebrada,0,0,,150.666,Agricultural,,,
ANCASH,Río Colcap,-8.971072732,-78.04968005,Río,1,3,11.42,9.084,Natural,,,
ANCASH,Quebrada La Pampa del Toro,-8.970641974,-78.34115005,Quebrada,1,2,16.82,150.666,Natural,,,
ANCASH,Quebrada Lampanín,-8.962811587,-78.14835566,Quebrada,1,9,17.94,9.084,Natural,,,
ANCASH,Quebrada Yucaspunta,-8.949486083,-78.23784978,Quebrada,1,2,15.55,150.666,Natural,,,
ANCASH,Quebrada Lacramarca,-8.90618558,-78.4010568,Quebrada,1,1,19.7,150.666,Natural,,,
ANCASH,Quebrada Lacramarca,-8.898749206,-78.28089576,Quebrada,1,1,19.4,150.666,Natural,,,
ANCASH,Quebrada Lacramarca,-8.890031743,-78.30818624,Quebrada,0,0,,150.666,Natural,,,
ANCASH,Quebrada Santa Ana,-8.878246538,-78.18637093,Quebrada,1,2,14.85,5.594,Natural,,,
ANCASH,Río Santa,-8.872929678,-78.58118315,Río,1,1,15.32,150.666,Natural,,,
ANCASH,Quebrada Totoral,-8.867077608,-78.25432629,Quebrada,1,1,14.94,150.666,Natural,,,
ANCASH,Quebrada Lupahuari,-8.826398326,-78.21916434,Quebrada,1,1,9.26,5.594,Natural,,,
ANCASH,Río Quitaracsa,-8.761082851,-77.70247507,Río,1,3,12,4.093,Natural,,,
ANCASH,Río Santa,-8.747736012,-77.91327434,Río,1,3,15.68,4.093,Natural,,,
ANCASH,Río Samanco,-9.235293332,-78.38945841,Río,1,2,18.44,32.718,Natural,,,
ANCASH,Río Nepeña,-9.162062286,-78.27280691,Río,1,13,9.67,32.718,Natural,,,
ANCASH,Quebrada Lappra,-9.096494384,-78.22188305,Quebrada,1,13,6.93,32.718,Natural,,,
ANCASH,Río Yanamayo,-9.031187356,-77.3610366,Río,0,0,,43.091,Natural,,,
ANCASH,Río Quellcayhuanca,-9.466387668,-77.37946119,Río,0,0,,265.909,Natural,,,
ANCASH,Quebrada Honda,-9.323845936,-77.47656924,Quebrada,1,1,17.01,63.156,Natural,,,
ANCASH,Río Yuracma,-8.947368218,-77.71356839,Río,1,3,15.04,12.923,Natural,,,
ANCASH,Río Santa,-8.862564119,-77.82897807,Río,1,5,15.22,4.093,Natural,,,
ANCASH,Río Santa,-9.136856296,-77.76048273,Río,1,6,16.21,82.706,Natural,,,
ANCASH,Río Santa,-9.418274171,-77.56220878,Río,1,3,8.02,86.76,Natural,,,
ANCASH,Río Quellcayhuanca,-9.519968336,-77.47712148,Río,1,2,13.73,265.909,Natural,,,
ANCASH,Río Yanamayo,-9.216495141,-77.4794182,Río,1,1,17.86,10.203,Natural,,,
ANCASH,Río Santa,-8.663650439,-78.11538867,Río,1,2,17.09,5.594,Natural,,,
ANCASH,Río Manta,-8.55188445,-77.85308265,Río,1,4,17.27,6.508,Natural,,,
APURIMAC,Río Vilcabamba,-14.186208,-72.62419618,Río,1,12,9.91,10.886,Natural,,,
APURIMAC,Río Pampas,-13.50937446,-73.814178,Río,0,0,,39.963,Natural,,,
APURIMAC,Río Pisquiccocha,-14.72462965,-73.43454724,Río,0,0,,1.358,Natural,,,
APURIMAC,Río Pachachaca,-14.01336615,-73.18383216,Río,1,9,15.51,7.094,Natural,,,
APURIMAC,Río Apurímac,-13.45806554,-72.78545303,Río,0,0,,22.962,Natural,,,
APURIMAC,Río Apurímac,-13.43076268,-73.18509133,Río,1,1,2.93,11.651,Natural,,,
APURIMAC,Río Apurímac,-13.69030382,-72.28147999,Río,1,5,12.07,12.684,Natural,,,
AREQUIPA,Quebrada La Chira,-16.50521842,-72.92816456,Quebrada,1,1,12.13,12.466,Natural,,,
AREQUIPA,Quebrada Jahuay,-16.4829171,-72.84745966,Quebrada,1,1,15.83,12.466,Natural,,,
AREQUIPA,Quebrada Pacheco,-16.45522554,-72.90953301,Quebrada,1,1,8.68,12.466,Natural,,,
AREQUIPA,Quebrada Yerbabuena,-16.44518111,-73.05719806,Quebrada,1,3,15.41,3.047,Natural,,,
AREQUIPA,Quebrada Pacheco,-16.4191697,-72.87303094,Quebrada,1,1,10.59,12.466,Natural,,,
AREQUIPA,Quebrada Pacheco,-16.40732516,-72.85396732,Quebrada,1,1,12.5,12.466,Natural,,,
AREQUIPA,Quebrada Yerbabuena,-16.37812172,-73.00804163,Quebrada,1,2,9.87,3.047,Natural,,,
AREQUIPA,Quebrada La Chira - Colorada,-16.36415071,-72.93797927,Quebrada,1,1,5.68,3.047,Natural,,,
AREQUIPA,Quebrada 13564,-16.35963991,-72.88789945,Quebrada,1,1,10.16,12.466,Natural,,,
AREQUIPA,Quebrada 13566,-16.35419262,-72.82629231,Quebrada,1,1,16.41,12.466,Natural,,,
AREQUIPA,Quebrada Yerbabuena,-16.33881294,-72.97740414,Quebrada,1,2,11.95,3.047,Natural,,,
AREQUIPA,Quebrada 13587,-16.32806075,-72.9525239,Quebrada,1,2,13.91,3.047,Natural,,,
AREQUIPA,Quebrada 13612,-16.3248733,-73.11088867,Quebrada,1,4,12.98,3.047,Natural,,,
AREQUIPA,Quebrada 13568,-16.25422559,-72.84749402,Quebrada,0,0,,3.047,Natural,,,
AREQUIPA,Quebrada Pacheco,-16.24919368,-72.8625861,Quebrada,0,0,,3.047,Natural,,,
AREQUIPA,Quebrada 13582,-16.21762485,-73.04270571,Quebrada,1,1,14.47,3.047,Natural,,,
AREQUIPA,Quebrada La Yesera,-16.20623237,-72.81617758,Quebrada,0,0,,2.768,Natural,,,
AREQUIPA,Quebrada Yerbabuena,-16.18831835,-72.94603176,Quebrada,0,0,,3.047,Natural,,,
AREQUIPA,Quebrada 13584,-16.18148559,-73.01864184,Quebrada,1,1,19.2,3.047,Natural,,,
AREQUIPA,Quebrada 13588,-16.17342509,-72.89971489,Quebrada,0,0,,3.047,Natural,,,
AREQUIPA,Quebrada 13589,-16.17066942,-72.92054613,Quebrada,0,0,,3.047,Natural,,,
AREQUIPA,Quebrada Surita,-16.10402452,-73.08967723,Quebrada,1,5,17.48,16.052,Natural,,,
AREQUIPA,Río Ocoña,-16.09193907,-73.17347106,Río,1,7,16.07,16.052,Natural,,,
AREQUIPA,Río Ocoña,-16.31119144,-73.13823321,Río,1,3,9.9,3.047,Natural,,,
AREQUIPA,Río Ocoña,-16.20911338,-73.15783722,Río,1,2,14.62,16.052,Natural,,,
AREQUIPA,Quebrada Pampablanca,-16.14117436,-73.05773289,Quebrada,0,0,,16.052,Natural,,,
AREQUIPA,Río Ocoña,-16.42163769,-73.11824941,Río,1,4,14.04,3.047,Natural,,,
AREQUIPA,Quebrada Cabramuerta,-16.50103251,-72.82274533,Quebrada,1,1,19.14,12.466,Natural,,,
AREQUIPA,Quebrada Honda,-17.11216834,-71.36786098,Quebrada,1,1,8.39,8.786,Natural,,,
AREQUIPA,Quebrada Caleta,-17.21215292,-71.57422775,Quebrada,0,0,,8.786,Natural,,,
AREQUIPA,Río Tambo,-17.07828264,-71.73579449,Río,1,1,7.53,5.495,Natural,,,
AREQUIPA,Río Tambo,-16.99417717,-71.62181623,Río,1,1,14.44,5.495,Natural,,,
AREQUIPA,Quebrada Pucará,-16.95061009,-71.97306318,Quebrada,1,2,15.5,28.766,Natural,,,
AREQUIPA,Quebrada Salinas,-16.93190288,-71.86832602,Quebrada,1,1,14.99,5.495,Natural,,,
AREQUIPA,Quebrada Centeno,-16.82795898,-72.18003636,Quebrada,1,2,12.69,14.449,Natural,,,
AREQUIPA,Quebrada San José,-16.78069592,-72.21742983,Quebrada,1,1,17.65,1.395,Natural,,,
AREQUIPA,Quebrada Linga,-16.75264283,-71.6771126,Quebrada,1,2,7.84,5.495,Natural,,,
AREQUIPA,Río Vitor,-16.63090834,-72.21973488,Río,0,0,,19.765,Natural,,,
AREQUIPA,Río Vitor,-16.60778478,-72.04843332,Río,0,0,,3.319,Natural,,,
AREQUIPA,Río Vitor,-16.57619181,-71.99408638,Río,0,0,,3.319,Natural,,,
AREQUIPA,Río Vitor,-16.45107603,-71.88270499,Río,0,0,,3.319,Natural,,,
AREQUIPA,Quebrada Carachosa,-16.41629882,-72.19655445,Quebrada,0,0,,46.43,Natural,,,
AREQUIPA,Quebrada Molle Chico,-16.40247649,-72.00367518,Quebrada,0,0,,3.319,Natural,,,
AREQUIPA,Río Chili,-16.38020112,-71.78792597,Río,0,0,,24.055,Natural,,,
AREQUIPA,Quebrada Hospicio,-16.37894282,-72.24320336,Quebrada,0,0,,46.43,Natural,,,
AREQUIPA,Quebrada Huachipa,-16.36889444,-71.94521249,Quebrada,0,0,,3.319,Natural,,,
AREQUIPA,Río Yura,-16.36133205,-71.78674522,Río,0,0,,24.055,Natural,,,
AREQUIPA,Quebrada Molles,-16.36009914,-72.02731197,Quebrada,0,0,,3.319,Natural,,,
AREQUIPA,Quebrada 13424,-16.3031776,-72.23655715,Quebrada,0,0,,46.43,Natural,,,
AREQUIPA,Quebrada El Cuico,-16.29440116,-71.68582948,Quebrada,0,0,,24.055,Natural,,,
AREQUIPA,Río Yura,-16.28241688,-71.74038445,Río,0,0,,24.055,Natural,,,
AREQUIPA,Río Chili,-16.43341064,-71.6270899,Río,1,4,17.19,66.323,Natural,,,
AREQUIPA,Río Chili,-16.40114834,-71.73374399,Río,0,0,,66.323,Natural,,,
AREQUIPA,Quebrada Estanquillo,-16.3696899,-71.62274668,Quebrada,0,0,,1396.408,Natural,,,
AREQUIPA,Río Vitor,-16.62155337,-72.10111292,Río,0,0,,3.319,Natural,,,
AREQUIPA,Río Sihuas,-16.51912332,-72.22647764,Río,0,0,,1.395,Natural,,,
AREQUIPA,Río Sihuas,-16.31323629,-72.10084179,Río,0,0,,3.491,Natural,,,
AREQUIPA,Quebrada Estanquillo,-16.2597665,-71.57190126,Quebrada,0,0,,1396.408,Natural,,,
AREQUIPA,Río Chili,-16.3946855,-71.5408488,Río,1,4,16.99,4906.694,Natural,,,
AREQUIPA,Río Yarabamba,-16.46505413,-71.5570675,Río,1,5,11.79,3405.727,Natural,,,
AREQUIPA,Río Tambo,-17.16264263,-71.84071271,Río,1,1,18.88,54.899,Natural,,,
AREQUIPA,Río Yarabamba,-16.55618721,-71.3781815,Río,1,7,15.51,2.005,Natural,,,
AREQUIPA,Quebrada Huerta,-16.45654674,-71.02291982,Quebrada,1,3,15.7,0.537,Natural,,,
AREQUIPA,Quebrada Ticma,-16.43440321,-71.18005059,Quebrada,1,2,17.33,0.537,Natural,,,
AREQUIPA,Río Chacalaque,-16.32323725,-71.02231339,Río,0,0,,0.537,Natural,,,
AREQUIPA,Quebrada 13202,-16.29233199,-71.08291433,Quebrada,0,0,,0.537,Natural,,,
AREQUIPA,Río Chili,-16.24481778,-71.40303345,Río,0,0,,473.314,Natural,,,
AREQUIPA,Río Cancusane,-16.244054,-70.94911272,Río,0,0,,0.537,Natural,,,
AREQUIPA,Río Saccani,-16.21955156,-71.07202066,Río,0,0,,0.537,Natural,,,
AREQUIPA,Río Blanco,-16.1748896,-71.24482654,Río,0,0,,0.537,Natural,,,
AREQUIPA,Río Chili,-16.16975715,-71.31666212,Río,0,0,,24.055,Natural,,,
AREQUIPA,Río Cancusane,-16.13924182,-71.04173654,Río,0,0,,0.537,Natural,,,
AREQUIPA,Quebrada Palca,-16.13422628,-71.27207781,Quebrada,0,0,,0.537,Natural,,,
AREQUIPA,Río Chili,-16.12329816,-71.32237193,Río,0,0,,0.537,Natural,,,
AREQUIPA,Río Blanco,-16.1166582,-71.0468719,Río,0,0,,0.537,Natural,,,
AREQUIPA,Río Blanco,-16.11586007,-71.12034095,Río,0,0,,0.537,Natural,,,
AREQUIPA,Río Patimayo,-16.11165923,-70.95098307,Río,0,0,,0.537,Natural,,,
AREQUIPA,Río Chili,-16.08042203,-71.35558321,Río,0,0,,24.055,Natural,,,
AREQUIPA,Río Pasto Grande,-16.07902831,-71.16688898,Río,0,0,,0.537,Natural,,,
AREQUIPA,Quebrada Huancune,-16.04099087,-71.29190322,Quebrada,0,0,,0.537,Natural,,,
AREQUIPA,Río Yanamayo,-16.02194343,-71.00627434,Río,0,0,,0.537,Natural,,,
AREQUIPA,Quebrada Huata,-16.01969751,-71.45228306,Quebrada,0,0,,24.055,Natural,,,
AREQUIPA,Río Chili,-15.99507972,-71.34720055,Río,0,0,,24.055,Natural,,,
AREQUIPA,Río Cochinasa,-15.98652238,-70.92347719,Río,0,0,,0.537,Natural,,,
AREQUIPA,Río Chili,-16.19892989,-71.32526577,Río,0,0,,0.537,Natural,,,
AREQUIPA,Río Chili,-16.30934616,-71.49295402,Río,0,0,,473.314,Natural,,,
AREQUIPA,Río Quilca,-16.72444121,-72.42008118,Río,0,0,,1.395,Natural,,,
AREQUIPA,Quebrada Saucillo,-16.69570998,-72.3748363,Quebrada,0,0,,1.395,Natural,,,
AREQUIPA,Río Quilca,-16.61232701,-72.3122415,Río,0,0,,1.395,Natural,,,
AREQUIPA,Río Camaná,-16.60538833,-72.74443076,Río,0,0,,327.107,Natural,,,
AREQUIPA,Río Camaná,-16.55868804,-72.72445047,Río,0,0,,21.797,Natural,,,
AREQUIPA,Quebrada Herrera,-16.52719494,-72.75023242,Quebrada,0,0,,21.797,Natural,,,
AREQUIPA,Quebrada Tinta,-16.50103569,-72.70093914,Quebrada,0,0,,21.797,Natural,,,
AREQUIPA,Río Camaná,-16.49635061,-72.5740631,Río,0,0,,21.797,Natural,,,
AREQUIPA,Quebrada Molles,-16.47809808,-72.51042164,Quebrada,0,0,,21.797,Natural,,,
AREQUIPA,Quebrada Molles,-16.45513446,-72.41914329,Quebrada,0,0,,46.43,Natural,,,
AREQUIPA,Quebrada Molles,-16.38936141,-72.35686169,Quebrada,0,0,,46.43,Natural,,,
AREQUIPA,Quebrada Manga,-16.34486865,-72.76201107,Quebrada,0,0,,12.466,Natural,,,
AREQUIPA,Quebrada Molles,-16.29996425,-72.30427346,Quebrada,0,0,,46.43,Natural,,,
AREQUIPA,Quebrada Cabramuerta,-16.292601,-72.70398821,Quebrada,0,0,,2.768,Natural,,,
AREQUIPA,Quebrada Crespón,-16.24887496,-72.33155565,Quebrada,0,0,,46.43,Natural,,,
AREQUIPA,Quebrada Puluviñas,-16.16861567,-72.66106236,Quebrada,0,0,,15.3,Natural,,,
AREQUIPA,Quebrada Manga,-16.16194191,-72.71580254,Quebrada,0,0,,2.768,Natural,,,
AREQUIPA,Quebrada Cunocuno,-16.11897217,-72.77209381,Quebrada,0,0,,2.768,Natural,,,
AREQUIPA,Quebrada Pachana,-16.05475653,-72.7238482,Quebrada,0,0,,2.768,Natural,,,
AREQUIPA,Río Majes,-16.02555139,-72.48480369,Río,1,1,12.35,15.3,Natural,,,
AREQUIPA,Río Majes,-16.00000844,-72.47281896,Río,1,1,10.08,2.013,Natural,,,
AREQUIPA,Quebrada 13438,-15.99130206,-72.37089178,Quebrada,1,6,16.76,2.013,Natural,,,
AREQUIPA,Quebrada Cosos,-15.97817573,-72.56422358,Quebrada,1,1,8.71,15.3,Natural,,,
AREQUIPA,Quebrada Illoma,-15.96200427,-72.73456878,Quebrada,0,0,,2.768,Natural,,,
AREQUIPA,Río Majes,-15.92106012,-72.4631572,Río,1,1,5.29,2.013,Natural,,,
AREQUIPA,Quebrada Esbilla,-15.90697627,-72.77252174,Quebrada,1,7,16.55,0.824,Natural,,,
AREQUIPA,Quebrada Huario,-15.90192302,-72.57084589,Quebrada,1,1,6.49,2.677,Natural,,,
AREQUIPA,Quebrada Seca,-15.88215788,-72.33981441,Quebrada,1,2,15.62,2.013,Natural,,,
AREQUIPA,Río Camaná,-16.36201237,-72.48824851,Río,0,0,,9.071,Natural,,,
AREQUIPA,Río Majes,-16.14070917,-72.47671102,Río,0,0,,15.3,Natural,,,
AREQUIPA,Quebrada Sicera,-16.13727043,-72.31231779,Quebrada,1,4,14.61,46.43,Natural,,,
AREQUIPA,Quebrada Omo,-16.67366209,-72.30837977,Quebrada,0,0,,1.395,Natural,,,
AREQUIPA,Río Quilca,-16.62175793,-72.34612291,Río,0,0,,1.395,Natural,,,
AREQUIPA,Río Quilca,-16.71214282,-72.40997768,Río,0,0,,1.395,Natural,,,
AREQUIPA,Quebrada Platanal,-16.69092873,-72.3223426,Quebrada,0,0,,1.395,Natural,,,
AREQUIPA,Río Quilca,-16.66527721,-72.39109223,Río,0,0,,1.395,Natural,,,
AREQUIPA,Río Camaná,-16.52994423,-72.66588764,Río,0,0,,21.797,Natural,,,
AREQUIPA,Quebrada Pisques,-16.52411668,-72.58282256,Quebrada,0,0,,46.43,Natural,,,
AREQUIPA,Río Camaná,-16.49631978,-72.61653143,Río,0,0,,21.797,Natural,,,
AREQUIPA,Quebrada Cabramuerta,-16.41054259,-72.7554233,Quebrada,0,0,,12.466,Natural,,,
AREQUIPA,Quebrada Cabramuerta,-16.37614629,-72.72011827,Quebrada,0,0,,12.466,Natural,,,
AREQUIPA,Quebrada Cabramuerta,-16.35016147,-72.71651201,Quebrada,0,0,,2.768,Natural,,,
AREQUIPA,Quebrada Choclón,-16.00246992,-73.76552849,Quebrada,1,1,15.89,2.051,Natural,,,
AREQUIPA,Río Atico,-15.87267636,-73.57201246,Río,1,5,12.24,2.051,Natural,,,
AREQUIPA,Río Chaparra,-15.66631473,-73.81543499,Río,1,13,13.31,2.052,Natural,,,
AREQUIPA,Quebrada Honda,-15.66425118,-74.25125401,Quebrada,1,15,10.76,1.391,Natural,,,
